GeneName	Prime3	Prime5
g5623	6271	2138
g5624	2138	593
g5625	593	3870
g5626	3870	1725
g5627	1725	497
g5628	497	614
g5629	614	209
g5630	209	461
g5631	461	146
g5632	146	485
g5633	485	81
g5634	81	78
g5635	78	240
g5636	240	68
g5637	68	298
g5638	298	485
g5639	485	81
g5640	81	436
g5641	436	129
g5642	129	374
g5643	374	5133
g5644	5133	1384
g5645	1384	2945
g5646	1418	2492
g5647	2492	9406
g5648	9406	3161
g5649	3161	1554
g5650	1554	991
g5651	991	816
g5652	816	1378
g5653	1378	3527
g5654	3527	1045
g5655	1045	384
g5656	384	417
g5657	417	10654
g5658	10654	1272
g5659	1272	3737
g5660	3737	12806
g5661	12806	11243
g5662	11243	2812
g5663	2812	2133
g5664	2133	5000
g5665	5000	3920
g5666	3920	409
g5667	409	1700
g5668	1700	1120
g5669	1120	614
g5670	614	164
g5671	164	1299
g5672	1299	2447
g5673	2447	1015
g5674	1015	8086
g5675	8086	3160
g5676	3160	2405
g5677	2405	2261
g5678	2261	2621
g5679	2621	3860
g5680	3860	9112
g5681	9112	6405
g5682	6405	1299
g5683	1299	305
g5684	305	2940
g5685	2940	1428
g5686	1428	1669
g5687	1669	4554
g5688	4554	16188
g5689	16188	89
g5690	89	17637
g5691	17637	2557
g5692	2557	3621
g5693	3621	2095
g5694	2095	4360
g5695	4360	346
g5696	346	3127
g5697	3127	1069
g5698	1069	1549
g5699	1549	None
g5700	4578	None
g5701	None	14776
g5702	None	11478
g5703	11478	18192
g5704	18192	27552
g5705	27552	35992
g5706	35992	3744
g5707	3744	186544
g5708	186544	10304
g5709	10304	239
g5710	239	None
g5711	None	1175
g5712	1175	5976
g5713	5976	4491
g5714	4491	2722
g5715	2722	169
g5716	169	2531
g5717	2531	622
g5718	622	15426
g5719	15426	1701
g5720	1701	6136
g5721	6136	3897
g5722	3897	1010
g5723	1010	602
g5724	602	797
g5725	797	6864
g5726	6864	4351
g5727	4351	3640
g5728	3640	101
g5729	101	126
g5730	126	3429
g5731	3429	1558
g5732	1558	10954
g5733	10954	1235
g5734	1235	1128
g5735	2762	2408
g5736	1128	1353
g5737	1353	1174
g5738	1174	5670
g5739	5670	474
g5740	474	3850
g5741	3850	889
g5742	889	558
g5743	558	1027
g5744	1027	2365
g5745	2365	517
g5746	517	2362
g5747	2362	4796
g5748	4796	141
g5749	141	9895
g5750	9895	5812
g5751	5812	5858
g5752	5858	13543
g5753	8939	6636
g5754	6636	134
g5755	134	730
g5756	730	1083
g5757	1083	2760
g5758	2760	1917
g5759	1917	7737
g5760	7737	27
g5761	27	277
g5762	277	3
g5763	3	1084
g5764	1084	960
g5765	960	241
g5766	241	5603
g5767	5603	2116
g5768	2116	3596
g5769	3596	4196
g5770	4196	2985
g5771	2985	1315
g5772	1315	500
g5773	500	4790
g5774	4790	2104
g5775	2104	1808
g5776	1808	86
g5777	86	2732
g5778	2732	940
g5779	940	970
g5780	970	676
g5781	676	1478
g5782	1478	1717
g5783	1717	278
g5784	278	3077
g5785	3077	5032
g5786	5032	6255
g5787	6255	553
g5788	553	111
g5789	111	238
g5790	238	734
g5791	734	434
g5792	434	138
g5793	138	154
g5794	154	765
g5795	765	819
g5796	819	1236
g5797	1236	369
g5798	369	1093
g5799	1445	9814
g5800	1093	315
g5801	315	635
g5802	635	1177
g5803	1177	1033
g5804	1033	2069
g5805	2069	839
g5806	839	17260
g5807	17260	3718
g5808	3718	3679
g5809	3679	3638
g5810	3638	3776
g5811	3776	3046
g5812	3046	1777
g5813	1777	684
g5814	684	4915
g5815	4915	10557
g5816	10557	1052
g5817	1052	4748
g5818	4748	2088
g5819	2088	3582
g5820	3582	1092
g5821	1092	1145
g5822	1145	12032
g5823	12032	2076
g5824	2076	1193
g5825	1193	1616
g5826	1616	1840
g5827	1840	1268
g5828	1268	2344
g5829	2344	3351
g5830	3351	5093
g5831	5093	2308
g5832	2308	719
g5833	719	4651
g5834	4651	1395
g5835	1395	2471
g5836	2471	5077
g5837	5077	758
g5838	758	770
g5839	770	4133
g5840	4133	4749
g5841	4749	2677
g5842	2677	254
g5843	254	515
g5844	515	681
g5845	681	4133
g5846	4133	945
g5847	945	729
g5848	729	927
g5849	927	729
g5850	729	1824
g5851	1824	2384
g5852	2384	1098
g5853	1098	3866
g5854	3866	3291
g5855	3291	512
g5856	512	1098
g5857	1098	1244
g5858	1244	1138
g5859	1138	959
g5860	959	455
g5861	455	624
g5862	624	507
g5863	507	2066
g5864	2066	527
g5865	527	525
g5866	525	1260
g5867	1260	464
g5868	464	3721
g5869	3721	57
g5870	57	3907
g5871	3907	1357
g5872	1357	809
g5873	809	1141
g5874	1141	4757
g5875	4757	1625
g5876	1625	1061
g5877	1061	1027
g5878	1027	275
g5879	275	2838
g5880	2838	797
g5881	797	2485
g5882	2485	1083
g5883	1083	2344
g5884	2344	251
g5885	251	2738
g5886	2738	1526
g5887	1526	368
g5888	368	843
g5889	843	1668
g5890	1668	220
g5891	220	110
g5892	110	450
g5893	450	1311
g5894	1311	278
g5895	278	316
g5896	316	760
g5897	760	2526
g5898	2526	75
g5899	75	2786
g5900	2786	1092
g5901	1092	1242
g5902	1242	2228
g5903	2228	1236
g5904	1236	2273
g5905	2273	371
g5906	371	1045
g5907	1045	1340
g5908	1340	22170
g5909	22170	6690
g5910	6690	250
g5911	250	156
g5912	156	308
g5913	308	2221
g5914	2221	828
g5915	828	1092
g5916	1092	1526
g5917	1526	1490
g5918	1490	470
g5919	470	954
g5920	954	1460
g5921	1460	495
g5922	495	3324
g5923	3324	1186
g5924	1186	385
g5925	385	315
g5926	315	941
g5927	941	501
g5928	501	1994
g5929	1994	674
g5930	674	552
g5931	552	205
g5932	205	4265
g5933	4265	1262
g5934	1262	249
g5935	249	264
g5936	264	5647
g5937	5397	4947
g5938	4947	1331
g5939	1331	454
g5940	454	2391
g5941	2391	10083
g5942	10083	1184
g5943	1184	3449
g5944	3449	2421
g5945	2421	589
g5946	589	1868
g5947	617	1920
g5948	1868	487
g5949	487	1785
g5950	1785	646
g5951	646	1099
g5952	1099	339
g5953	339	995
g5954	995	1475
g5955	1475	80
g5956	80	3372
g5957	3372	348
g5958	348	585
g5959	585	485
g5960	485	4646
g5961	4646	7496
g5962	7496	560
g5963	560	7279
g5964	7279	2043
g5965	2043	695
g5966	695	380
g5967	380	4201
g5968	995	5616
g5969	4201	2503
g5970	2503	693
g5971	693	300
g5972	300	2612
g5973	2612	666
g5974	666	967
g5975	967	1465
g5976	1465	1738
g5977	1738	144
g5978	144	1674
g5979	1674	543
g5980	543	775
g5981	775	945
g5982	945	1140
g5983	1140	1994
g5984	1994	1833
g5985	1833	498
g5986	498	425
g5987	425	1515
g5988	1515	1915
g5989	1915	333
g5990	333	859
g5991	859	396
g5992	396	1223
g5993	1223	3203
g5994	3203	3227
g5995	3227	1321
g5996	1321	1754
g5997	1754	4452
g5998	4452	1195
g5999	1195	70
g6000	70	791
g6001	791	2015
g6002	2015	47
g6003	47	2933
g6004	2933	416
g6005	416	182
g6006	182	426
g6007	426	550
g6008	550	2383
g6009	2383	29
g6010	29	3009
g6011	3009	2458
g6012	2458	653
g6013	653	4515
g6014	4515	1875
g6015	1875	8631
g6016	8631	2092
g6017	12501	7077
g6018	2092	3363
g6019	3363	2085
g6020	2085	784
g6021	784	4061
g6022	4061	4188
g6023	4188	3020
g6024	3020	154
g6025	154	2529
g6026	2529	503
g6027	503	907
g6028	907	697
g6029	697	5315
g6030	5315	3171
g6031	3171	2342
g6032	2342	3121
g6033	3121	2975
g6034	2975	230
g6035	230	2440
g6036	2440	35
g6037	35	4384
g6038	4384	3157
g6039	3157	347
g6040	347	7019
g6041	7019	1026
g6042	1026	2712
g6043	5893	3894
g6044	2712	114
g6045	114	474
g6046	474	5034
g6047	5034	647
g6048	647	1000
g6049	1000	16
g6050	16	14083
g6051	1509	10625
g6052	10625	1185
g6053	1185	1799
g6054	3297	259
g6055	259	1164
g6056	1164	988
g6057	988	58
g6058	58	7136
g6059	7136	21523
g6060	21523	4788
g6061	4788	5601
g6062	5601	1395
g6063	1395	1458
g6064	1458	2054
g6065	2054	1049
g6066	1049	297
g6067	297	493
g6068	493	3887
g6069	3887	2050
g6070	2050	2081
g6071	2081	928
g6072	928	2035
g6073	2035	1829
g6074	1829	1047
g6075	1047	3959
g6076	3959	3093
g6077	3093	653
g6078	653	1835
g6079	1835	143
g6080	143	3115
g6081	3115	468
g6082	468	1261
g6083	1261	3222
g6084	3222	314
g6085	314	3427
g6086	3427	5400
g6087	5400	1416
g6088	1416	2151
g6089	2151	12280
g6090	12280	858
g6091	858	2676
g6092	2676	1562
g6093	1562	1260
g6094	1260	1640
g6095	1640	3175
g6096	3175	3649
g6097	3649	913
g6098	913	69
g6099	69	1348
g6100	1348	7458
g6101	7458	1330
g6102	1330	1870
g6103	1870	37
g6104	37	2839
g6105	2839	1480
g6106	1480	1594
g6107	1594	2738
g6108	2738	4685
g6109	4685	1274
g6110	1274	2091
g6111	2091	402
g6112	402	205
g6113	205	193
g6114	193	320
g6115	320	144
g6116	144	179
g6117	179	586
g6118	586	2397
g6119	2397	6842
g6120	6842	3124
g6121	3124	4300
g6122	4300	3384
g6123	3384	1008
g6124	1008	4126
g6125	4126	478
g6126	478	414
g6127	414	618
g6128	618	4773
g6129	4773	608
g6130	608	3686
g6131	3686	2856
g6132	2856	5886
g6133	5886	122
g6134	122	4782
g6135	4782	9966
g6136	9966	69
g6137	69	None
g6138	None	None
g6139	None	68
g6140	68	2373
g6141	2373	1513
g6142	1513	875
g6143	875	2475
g6144	2475	530
g6145	530	1442
g6146	1442	1498
g6147	1498	1028
g6148	1028	604
g6149	604	959
g6150	959	174
g6151	174	425
g6152	425	182
g6153	182	1009
g6154	1009	354
g6155	354	89
g6156	89	947
g6157	947	1665
g6158	1665	173
g6159	173	404
g6160	5070	2192
g6161	404	3256
g6162	3256	213
g6163	213	1289
g6164	1289	130
g6165	130	484
g6166	484	659
g6167	659	410
g6168	410	1142
g6169	1142	615
g6170	615	47
g6171	47	949
g6172	949	3924
g6173	3924	2540
g6174	2540	1324
g6175	1324	886
g6176	886	821
g6177	821	333
g6178	333	1859
g6179	1859	411
g6180	411	None
g6181	None	270
g6182	270	1130
g6183	1130	1954
g6184	1954	2885
g6185	2885	4183
g6186	4183	67
g6187	67	9963
g6188	9963	2533
g6189	2533	211
g6190	211	246
g6191	246	3457
g6192	3457	263
g6193	263	1817
g6194	1817	987
g6195	987	1179
g6196	1179	1106
g6197	1106	19494
g6198	19494	58
g6199	58	45
g6200	45	2605
g6201	2605	27
g6202	27	1376
g6203	1376	977
g6204	977	480
g6205	480	23
g6206	23	36
g6207	36	285
g6208	285	59
g6209	59	206
g6210	206	1464
g6211	1464	3025
g6212	3025	1618
g6213	1618	1434
g6214	1434	7819
g6215	11635	12677
g6216	7819	1124
g6217	1124	1270
g6218	1270	4075
g6219	4075	406
g6220	406	857
g6221	857	10386
g6222	10386	3786
g6223	3786	1228
g6224	1228	309
g6225	309	591
g6226	591	292
g6227	1583	193
g6228	193	2473
g6229	2473	2458
g6230	2458	1826
g6231	1826	1718
g6232	1718	1837
g6233	1837	3143
g6234	3143	3503
g6235	3503	3503
g6236	3503	2178
g6237	2178	23
g6238	23	42
g6239	42	283
g6240	283	571
g6241	571	303
g6242	303	787
g6243	787	3900
g6244	3900	7551
g6245	7551	6478
g6246	6478	4787
g6247	4787	7885
g6248	7885	1832
g6249	1832	1109
g6250	1109	4243
g6251	1174	3230
g6252	3230	1312
g6253	1312	489
g6254	489	7764
g6255	7764	4469
g6256	4469	1420
g6257	1420	1287
g6258	1287	10420
g6259	10420	4180
g6260	4180	357
g6261	357	660
g6262	660	3219
g6263	3219	110
g6264	110	1549
g6265	1549	6933
g6266	6933	5180
g6267	5180	2605
g6268	2605	5155
g6269	5155	948
g6270	948	5443
g6271	5443	984
g6272	984	13
g6273	13	2020
g6274	2020	2244
g6275	2244	13505
g6276	13505	921
g6277	921	831
g6278	831	104
g6279	104	923
g6280	923	2880
g6281	2880	3609
g6282	4853	4096
g6283	3609	1890
g6284	1890	1776
g6285	1776	3561
g6286	3561	753
g6287	753	732
g6288	732	1089
g6289	1089	15128
g6290	15128	137
g6291	137	57
g6292	57	883
g6293	883	510
g6294	510	248
g6295	248	74
g6296	74	238
g6297	238	617
g6298	617	1510
g6299	1510	1612
g6300	1612	691
g6301	691	1310
g6302	1310	3292
g6303	3292	1624
g6304	1624	2841
g6305	2760	2815
g6306	2815	799
g6307	799	3324
g6308	3324	2262
g6309	2262	233
g6310	233	184
g6311	184	1046
g6312	1046	5748
g6313	5748	519
g6314	519	451
g6315	451	777
g6316	777	1188
g6317	1188	312
g6318	312	927
g6319	927	136
g6320	136	389
g6321	389	187
g6322	187	1775
g6323	1775	149
g6324	149	198
g6325	198	307
g6326	307	193
g6327	193	262
g6328	262	839
g6329	839	858
g6330	858	1087
g6331	1087	2410
g6332	2410	1040
g6333	1040	162
g6334	162	306
g6335	306	1115
g6336	1115	1209
g6337	1209	1304
g6338	1304	10113
g6339	10113	1700
g6340	1700	1263
g6341	1263	132
g6342	132	280
g6343	280	765
g6344	765	373
g6345	373	334
g6346	334	236
g6347	236	131
g6348	131	286
g6349	286	263
g6350	263	715
g6351	715	1850
g6352	1850	2642
g6353	2642	387
g6354	387	1097
g6355	1097	620
g6356	620	1056
g6357	1056	1399
g6358	3027	956
g6359	956	3361
g6360	3361	7859
g6361	9747	1993
g6362	1993	1922
g6363	1922	191
g6364	191	328
g6365	328	38
g6366	38	1551
g6367	1551	328
g6368	328	6872
g6369	6872	159
g6370	159	5049
g6371	5049	1122
g6372	1122	174
g6373	174	130
g6374	130	164
g6375	164	709
g6376	709	5455
g6377	5455	635
g6378	635	180
g6379	180	342
g6380	342	441
g6381	441	1084
g6382	1084	1816
g6383	1816	252
g6384	252	3250
g6385	3250	952
g6386	952	114
g6387	114	671
g6388	671	5710
g6389	5710	93
g6390	93	2728
g6391	2728	123
g6392	123	1836
g6393	1836	51
g6394	51	3171
g6395	3171	474
g6396	474	None
g6397	None	873
g6398	873	340
g6399	340	329
g6400	329	47
g6401	47	779
g6402	779	145
g6403	145	261
g6404	261	41
g6405	41	353
g6406	353	564
g6407	564	225
g6408	225	344
g6409	344	5243
g6410	5243	7745
g6411	7745	1190
g6412	1190	5251
g6413	5251	1773
g6414	1773	335
g6415	335	1736
g6416	1736	2372
g6417	2372	4765
g6418	4765	3540
g6419	3540	4080
g6420	4080	1301
g6421	1301	3081
g6422	3081	739
g6423	739	4676
g6424	4676	29
g6425	29	33
g6426	33	16926
g6427	16926	3031
g6428	3031	8787
g6429	8787	1650
g6430	1650	40738
g6431	40738	3617
g6432	3617	25591
g6433	25591	2089
g6434	2089	6971
g6435	6971	6401
g6436	6401	6505
g6437	6505	9639
g6438	9639	12189
g6439	12189	2538
g6440	2538	2075
g6441	2075	8785
g6442	8785	8873
g6443	8873	8149
g6444	8149	5056
g6445	5056	8277
g6446	8277	125
g6447	125	10587
g6448	10587	4847
g6449	4847	6915
g6450	6915	904
g6451	904	8749
g6452	8749	2682
g6453	2682	14623
g6454	14623	78
g6455	78	52
g6456	52	186
g6457	186	1098
g6458	1098	3630
g6459	3630	35
g6460	35	2336
g6461	2336	517
g6462	517	6337
g6463	6337	2133
g6464	2133	246
g6465	246	985
g6466	985	1230
g6467	1230	33
g6468	33	4095
g6469	4095	7336
g6470	7336	2349
g6471	2349	1287
g6472	1287	12700
g6473	12700	1451
g6474	1451	2092
g6475	2092	2728
g6476	2728	2043
g6477	2043	288
g6478	288	793
g6479	793	4242
g6480	4242	781
g6481	781	678
g6482	678	2931
g6483	2931	2119
g6484	2119	303
g6485	303	2445
g6486	2445	2624
g6487	2624	811
g6488	811	309
g6489	309	1663
g6490	1663	1557
g6491	1557	108
g6492	108	2574
g6493	2574	2996
g6494	2996	2985
g6495	2985	1714
g6496	1714	2620
g6497	2620	199
g6498	199	3541
g6499	3541	346
g6500	346	26
g6501	26	321
g6502	321	532
g6503	532	753
g6504	753	7364
g6505	7364	623
g6506	623	287
g6507	287	1159
g6508	1159	1150
g6509	1150	9664
g6510	9664	996
g6511	996	1858
g6512	1858	7450
g6513	7450	3913
g6514	3913	757
g6515	757	2797
g6516	2797	1694
g6517	1694	634
g6518	634	948
g6519	948	983
g6520	983	1233
g6521	1233	1296
g6522	1296	1144
g6523	1144	942
g6524	942	75
g6525	75	730
g6526	730	911
g6527	911	21
g6528	21	631
g6529	631	2214
g6530	2214	28
g6531	28	558
g6532	558	2302
g6533	2302	4186
g6534	4186	1440
g6535	1440	1048
g6536	1048	2399
g6537	2399	193
g6538	193	3059
g6539	3059	3807
g6540	3807	4624
g6541	4624	1576
g6542	1576	742
g6543	742	1949
g6544	1949	2525
g6545	2525	3374
g6546	3374	870
g6547	870	3091
g6548	3091	2168
g6549	2168	239
g6550	239	688
g6551	688	1455
g6552	1455	2790
g6553	2790	2018
g6554	2018	3163
g6555	3163	607
g6556	607	2694
g6557	2694	3138
g6558	3138	745
g6559	745	3311
g6560	3311	1148
g6561	1148	1311
g6562	1311	1504
g6563	1504	866
g6564	866	3210
g6565	3210	744
g6566	744	1284
g6567	1284	861
g6568	861	4102
g6569	4102	237
g6570	237	2212
g6571	2212	167
g6572	167	1251
g6573	1251	619
g6574	619	9087
g6575	9087	453
g6576	453	2273
g6577	1788	1900
g6578	1900	404
g6579	404	4566
g6580	4566	578
g6581	578	978
g6582	978	852
g6583	852	570
g6584	570	454
g6585	454	412
g6586	412	1695
g6587	1695	538
g6588	538	680
g6589	680	4781
g6590	4781	460
g6591	460	240
g6592	240	4401
g6593	4401	8063
g6594	8063	1201
g6595	1201	2979
g6596	2979	1624
g6597	1624	1118
g6598	1118	1169
g6599	1169	1233
g6600	1233	951
g6601	951	1949
g6602	1949	1875
g6603	1875	3879
g6604	3879	3415
g6605	3415	805
g6606	805	1823
g6607	1823	1312
g6608	1312	1477
g6609	1477	1002
g6610	1002	466
g6611	466	767
g6612	767	2611
g6613	2611	357
g6614	357	102
g6615	102	634
g6616	634	519
g6617	519	348
g6618	348	2098
g6619	2098	1719
g6620	1719	36
g6621	36	1612
g6622	1612	259
g6623	259	2215
g6624	2215	1563
g6625	1563	578
g6626	578	380
g6627	380	216
g6628	216	2573
g6629	2573	2824
g6630	2824	707
g6631	707	415
g6632	415	1619
g6633	1619	467
g6634	467	1531
g6635	1531	1140
g6636	1140	860
g6637	860	581
g6638	581	529
g6639	529	4643
g6640	4643	374
g6641	374	901
g6642	901	1740
g6643	1740	1948
g6644	1948	787
g6645	787	1239
g6646	1239	1905
g6647	1905	812
g6648	812	1135
g6649	1135	1195
g6650	1195	1848
g6651	1848	412
g6652	412	3584
g6653	3584	2992
g6654	2992	344
g6655	344	455
g6656	455	2642
g6657	2642	1160
g6658	1160	390
g6659	390	1334
g6660	1334	1344
g6661	1344	1201
g6662	1201	33
g6663	33	968
g6664	968	1269
g6665	1269	1263
g6666	1263	582
g6667	582	601
g6668	601	1365
g6669	1365	199
g6670	199	659
g6671	659	925
g6672	925	401
g6673	401	3475
g6674	3475	1383
g6675	1383	317
g6676	317	1266
g6677	1266	6576
g6678	6576	1271
g6679	1271	412
g6680	412	3472
g6681	3472	1617
g6682	1617	733
g6683	733	418
g6684	418	55
g6685	55	326
g6686	326	3390
g6687	3390	963
g6688	963	2611
g6689	2611	345
g6690	345	376
g6691	376	84
g6692	84	7676
g6693	7676	4932
g6694	4932	459
g6695	459	1746
g6696	1746	561
g6697	561	199
g6698	199	537
g6699	537	1516
g6700	1516	365
g6701	365	999
g6702	999	395
g6703	395	127
g6704	127	285
g6705	285	1397
g6706	1397	1681
g6707	1681	583
g6708	583	67
g6709	67	1126
g6710	1126	1315
g6711	1315	369
g6712	369	227
g6713	227	4208
g6714	4208	672
g6715	672	1394
g6716	1394	3857
g6717	3857	409
g6718	409	595
g6719	595	24
g6720	24	1261
g6721	1261	431
g6722	431	30
g6723	30	479
g6724	479	825
g6725	825	474
g6726	474	1229
g6727	1229	526
g6728	526	828
g6729	828	2159
g6730	2159	2262
g6731	2262	1144
g6732	1144	1443
g6733	1443	1881
g6734	1881	5361
g6735	5361	919
g6736	919	257
g6737	257	1662
g6738	1662	1103
g6739	1103	409
g6740	409	325
g6741	325	327
g6742	327	2249
g6743	2249	1973
g6744	1973	476
g6745	2472	235
g6746	235	1771
g6747	1771	325
g6748	325	722
g6749	722	2129
g6750	2129	715
g6751	715	396
g6752	396	685
g6753	685	591
g6754	591	111
g6755	111	135
g6756	135	882
g6757	882	2257
g6758	2257	1245
g6759	1245	1055
g6760	1055	1440
g6761	1440	468
g6762	468	2870
g6763	2870	220
g6764	220	233
g6765	233	50
g6766	50	376
g6767	376	2868
g6768	2868	100
g6769	100	73
g6770	73	1636
g6771	1636	557
g6772	557	687
g6773	687	902
g6774	902	347
g6775	347	580
g6776	580	934
g6777	934	1002
g6778	953	15368
g6779	1002	556
g6780	556	1267
g6781	1267	36
g6782	36	538
g6783	538	1489
g6784	1489	1086
g6785	1086	403
g6786	403	4277
g6787	4277	3067
g6788	3067	1754
g6789	1754	632
g6790	632	4005
g6791	4005	433
g6792	433	4492
g6793	4492	647
g6794	647	473
g6795	473	423
g6796	423	1253
g6797	1253	396
g6798	396	940
g6799	940	1780
g6800	1780	1628
g6801	1628	3316
g6802	3316	304
g6803	304	28
g6804	28	2692
g6805	2692	956
g6806	956	77
g6807	77	481
g6808	481	319
g6809	319	497
g6810	497	1188
g6811	1188	804
g6812	804	1403
g6813	1403	14
g6814	14	185
g6815	185	245
g6816	245	4241
g6817	4241	838
g6818	838	1762
g6819	1762	1794
g6820	1794	294
g6821	294	300
g6822	300	28
g6823	28	437
g6824	437	1303
g6825	1303	351
g6826	351	924
g6827	924	754
g6828	754	91
g6829	91	932
g6830	932	659
g6831	659	781
g6832	781	164
g6833	164	595
g6834	595	23
g6835	23	3320
g6836	3320	170
g6837	170	488
g6838	488	565
g6839	565	707
g6840	707	568
g6841	568	49
g6842	49	29
g6843	29	227
g6844	3780	5925
g6845	227	196
g6846	196	679
g6847	679	315
g6848	315	158
g6849	158	525
g6850	525	2561
g6851	2561	858
g6852	858	6865
g6853	6865	1633
g6854	1633	250
g6855	250	869
g6856	869	424
g6857	424	323
g6858	323	376
g6859	376	365
g6860	365	603
g6861	603	538
g6862	538	293
g6863	293	838
g6864	838	434
g6865	434	4038
g6866	4038	2885
g6867	2885	2222
g6868	2222	390
g6869	390	417
g6870	417	57
g6871	57	1240
g6872	1240	2416
g6873	2416	111
g6874	111	576
g6875	576	1334
g6876	1334	446
g6877	446	728
g6878	728	471
g6879	471	6050
g6880	6050	229
g6881	229	4027
g6882	4027	443
g6883	443	585
g6884	585	1006
g6885	1006	444
g6886	444	314
g6887	314	2562
g6888	2562	227
g6889	227	375
g6890	375	610
g6891	610	4137
g6892	874	1352
g6893	1352	735
g6894	735	357
g6895	357	830
g6896	830	18
g6897	18	108
g6898	108	78
g6899	78	56
g6900	56	459
g6901	459	1489
g6902	1489	180
g6903	180	3498
g6904	3498	1952
g6905	6595	20
g6906	20	1495
g6907	1495	1534
g6908	1534	1301
g6909	1301	501
g6910	501	160
g6911	160	372
g6912	372	143
g6913	143	524
g6914	524	673
g6915	673	353
g6916	353	771
g6917	771	566
g6918	566	1002
g6919	1002	7598
g6920	7598	161
g6921	161	886
g6922	886	135
g6923	135	287
g6924	287	283
g6925	283	48
g6926	48	659
g6927	659	215
g6928	215	2555
g6929	2555	534
g6930	534	252
g6931	252	161
g6932	161	180
g6933	180	1697
g6934	1697	482
g6935	482	1692
g6936	1692	7279
g6937	7279	1446
g6938	1446	795
g6939	795	1168
g6940	1168	185
g6941	185	802
g6942	802	184
g6943	184	329
g6944	329	43
g6945	43	1303
g6946	1303	447
g6947	447	2299
g6948	2299	1048
g6949	1048	637
g6950	637	387
g6951	387	258
g6952	258	941
g6953	941	4889
g6954	4889	1398
g6955	1398	575
g6956	575	2108
g6957	2108	4767
g6958	4767	303
g6959	303	31
g6960	31	280
g6961	280	480
g6962	480	1189
g6963	1189	3599
g6964	3599	286
g6965	286	6288
g6966	6288	1143
g6967	1143	68
g6968	68	10725
g6969	10725	337
g6970	337	None
g6971	None	617
g6972	617	816
g6973	816	2734
g6974	2734	84
g6975	84	528
g6976	528	28
g6977	28	1089
g6978	1089	882
g6979	882	218
g6980	218	1033
g6981	1033	490
g6982	490	1420
g6983	1420	928
g6984	928	6005
g6985	6005	756
g6986	756	1072
g6987	1072	2242
g6988	2242	1683
g6989	1683	526
g6990	526	1270
g6991	1270	212
g6992	212	698
g6993	698	992
g6994	992	347
g6995	347	3577
g6996	3577	485
g6997	485	478
g6998	478	725
g6999	725	483
g7000	483	201
g7001	201	1460
g7002	1460	271
g7003	271	424
g7004	424	580
g7005	580	376
g7006	376	651
g7007	651	217
g7008	217	629
g7009	629	749
g7010	749	394
g7011	394	754
g7012	754	449
g7013	449	576
g7014	576	1189
g7015	1189	808
g7016	808	2206
g7017	2206	1130
g7018	1130	313
g7019	313	753
g7020	753	2083
g7021	2083	213
g7022	213	338
g7023	338	263
g7024	263	1952
g7025	1952	79
g7026	79	702
g7027	6011	585
g7028	585	107
g7029	107	454
g7030	454	191
g7031	191	365
g7032	365	238
g7033	238	192
g7034	192	519
g7035	519	259
g7036	259	940
g7037	940	381
g7038	381	316
g7039	316	2352
g7040	2352	523
g7041	523	526
g7042	526	152
g7043	152	1099
g7044	1099	599
g7045	599	1113
g7046	1113	517
g7047	517	486
g7048	486	265
g7049	265	605
g7050	605	782
g7051	782	1820
g7052	1820	1819
g7053	1819	609
g7054	609	718
g7055	718	466
g7056	466	274
g7057	274	389
g7058	389	659
g7059	659	667
g7060	667	257
g7061	257	1247
g7062	1247	1910
